<ID|readonly|noverify>;<Chinese>;<max_chars>;;;;;;;;;;;;;;;;;;;
ships/uss_bb_arizona_story_0;【战\t列\t舰\t】\t“亚\t利\t桑\t那”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_bb_arizona_story_1;【战\t列\t舰\t】\t“亚\t利\t桑\t那”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_bb_arizona_story_2;战\t列\t舰;;;;;;;;;;;;;;;;;;;;
ships/uss_bb_arizona_0;【战\t列\t舰\t】\t“亚\t利\t桑\t那”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_bb_arizona_1;【战\t列\t舰\t】\t“亚\t利\t桑\t那”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_bb_arizona_2;战\t列\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_nagato_story_0;【战\t列\t舰\t】\t“长\t门”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_nagato_story_1;【战\t列\t舰\t】\t“长\t门”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_nagato_story_2;战\t列\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_yamato_story_0;【战\t列\t舰\t】\t“大\t和”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_yamato_story_1;【战\t列\t舰\t】\t“大\t和”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_yamato_story_2;战\t列\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_nagato_0;【战\t列\t舰\t】\t“长\t门”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_nagato_1;【战\t列\t舰\t】\t“长\t门”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_nagato_2;战\t列\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_yamato_0;【战\t列\t舰\t】\t“大\t和”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_yamato_1;【战\t列\t舰\t】\t“大\t和”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_bb_yamato_2;战\t列\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_soryu_story_0;【航\t空\t母\t舰\t】\t“苍\t龙”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_soryu_story_1;【航\t空\t母\t舰\t】\t“苍\t龙”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_soryu_story_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_akagi_story_0;【航\t空\t母\t舰\t】\t“赤\t城”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_akagi_story_1;【航\t空\t母\t舰\t】\t“赤\t城”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_akagi_story_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_enterprise_story_0;【航\t空\t母\t舰\t】\t“企\t业”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_enterprise_story_1;【航\t空\t母\t舰\t】\t“企\t业”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_enterprise_story_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_lexington_story_0;【航\t空\t母\t舰\t】\t“列\t克\t星\t敦”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_lexington_story_1;【航\t空\t母\t舰\t】\t“列\t克\t星\t敦”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_lexington_story_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_soryu_0;【航\t空\t母\t舰\t】\t“苍\t龙”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_soryu_1;【航\t空\t母\t舰\t】\t“苍\t龙”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_soryu_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_akagi_0;【航\t空\t母\t舰\t】\t“赤\t城”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_akagi_1;【航\t空\t母\t舰\t】\t“赤\t城”\t号;;;;;;;;;;;;;;;;;;;;
ships/ijn_cv_akagi_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_enterprise_0;【航\t空\t母\t舰\t】\t“企\t业”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_enterprise_1;【航\t空\t母\t舰\t】\t“企\t业”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_enterprise_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_lexington_0;【航\t空\t母\t舰\t】\t“列\t克\t星\t敦”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_lexington_1;【航\t空\t母\t舰\t】\t“列\t克\t星\t敦”\t号;;;;;;;;;;;;;;;;;;;;
ships/uss_cv_lexington_2;航\t空\t母\t舰;;;;;;;;;;;;;;;;;;;;
ships/hms_cargo_ship_0;【货\t船\t】\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/hms_cargo_ship_1;【货\t船\t】\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/hms_cargo_ship_2;货\t船;;;;;;;;;;;;;;;;;;;;
ships/ijn_cargo_ship_0;【货\t船\t】\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/ijn_cargo_ship_1;【货\t船\t】\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/ijn_cargo_ship_2;货\t船;;;;;;;;;;;;;;;;;;;;
ships/ijn_cargo_ship_heavy_0;【货\t船\t】\t大\t型\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/ijn_cargo_ship_heavy_1;【货\t船\t】\t大\t型\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/ijn_cargo_ship_heavy_2;货\t船;;;;;;;;;;;;;;;;;;;;
ships/uss_cargo_ship_0;【货\t船\t】\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/uss_cargo_ship_1;【货\t船\t】\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/uss_cargo_ship_2;货\t船;;;;;;;;;;;;;;;;;;;;
ships/cargo_ship_0;货\t船;;;;;;;;;;;;;;;;;;;;
ships/cargo_ship_1;货\t船;;;;;;;;;;;;;;;;;;;;
ships/cargo_ship_2;货\t船;;;;;;;;;;;;;;;;;;;;
ships/cargo_ship_light_0;小\t型\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/cargo_ship_light_1;小\t型\t货\t船;;;;;;;;;;;;;;;;;;;;
ships/cargo_ship_light_2;小\t型\t货\t船;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_airfield_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_airfield_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_helipad_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_helipad_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_helipad_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_longrange_helipad_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_longrange_helipad_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_longrange_helipad_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_noground_light_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_noground_light_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_noground_light_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_noground_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_noground_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mm_flak38_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mmx4_flak38_0;【防\t空\t炮\t】\t四\t联\t装 20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mmx4_flak38_1;【防\t空\t炮\t】\t四\t联\t装 20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mmx4_flak38_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mmx4_flak38_noground_0;【防\t空\t炮\t】\t四\t联\t装 20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mmx4_flak38_noground_1;【防\t空\t炮\t】\t四\t联\t装 20 毫\t米 FlaK 38;;;;;;;;;;;;;;;;;;;;
air_defence/germ_20mmx4_flak38_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_0;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_1;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_airfield_0;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_airfield_1;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_naval_0;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_naval_1;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_naval_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_noground_0;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_noground_1;【防\t空\t炮\t】\t37 毫\t米 FlaK 43;;;;;;;;;;;;;;;;;;;;
air_defence/germ_37mm_flak43_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_88mm_flak36_0;【防\t空\t炮\t】\t88 毫\t米 FlaK 36;;;;;;;;;;;;;;;;;;;;
air_defence/germ_88mm_flak36_1;【防\t空\t炮\t】\t88 毫\t米 FlaK 36;;;;;;;;;;;;;;;;;;;;
air_defence/germ_88mm_flak36_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_88mm_flak36_noground_0;【防\t空\t炮\t】\t88 毫\t米 FlaK 36;;;;;;;;;;;;;;;;;;;;
air_defence/germ_88mm_flak36_noground_1;【防\t空\t炮\t】\t88 毫\t米 FlaK 36;;;;;;;;;;;;;;;;;;;;
air_defence/germ_88mm_flak36_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_flakpanzer38_20mm_0;【防\t空\t炮\t】\t20 毫\t米 FlaK 38 (Sd.Kfz. 10);;;;;;;;;;;;;;;;;;;;
air_defence/germ_flakpanzer38_20mm_1;【防\t空\t炮\t】\t20 毫\t米 FlaK 38 (Sd.Kfz. 10);;;;;;;;;;;;;;;;;;;;
air_defence/germ_flakpanzer38_20mm_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_sdkfz62_37mm_0;【防\t空\t炮\t】\t37 毫\t米 (Sd.Kfz. 6/2);;;;;;;;;;;;;;;;;;;;
air_defence/germ_sdkfz62_37mm_1;【防\t空\t炮\t】\t37 毫\t米 (Sd.Kfz. 6/2);;;;;;;;;;;;;;;;;;;;
air_defence/germ_sdkfz62_37mm_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/germ_sdkfz71_20mm_0;【防\t空\t炮\t】\t20 毫\t米 (Sd.Kfz. 7/1);;;;;;;;;;;;;;;;;;;;
air_defence/germ_sdkfz71_20mm_1;【防\t空\t炮\t】\t20 毫\t米 (Sd.Kfz. 7/1);;;;;;;;;;;;;;;;;;;;
air_defence/germ_sdkfz71_20mm_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_13mm_hotchkiss_0;【防\t空\t炮\t】\t九\t三\t式 13.2 毫\t米\t防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_13mm_hotchkiss_1;【防\t空\t炮\t】\t九\t三\t式 13.2 毫\t米\t防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_13mm_hotchkiss_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_40mm_airfield_0;【防\t空\t炮\t】\t40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_40mm_airfield_1;【防\t空\t炮\t】\t40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_40mm_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_0;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_1;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_coastfort_0;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_coastfort_1;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_coastfort_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_noground_0;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_noground_1;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_sandfort_0;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_sandfort_1;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_sandfort_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_sandfort2_0;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_sandfort2_1;【防\t空\t炮\t】\t九\t六\t式 25 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_25mm_t96_sandfort2_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_0;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_1;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_coastfort_0;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_coastfort_1;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_coastfort_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_noground_0;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_noground_1;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_sandfort_0;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_sandfort_1;【防\t空\t炮\t】\t八\t八\t式 75 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_75mm_t88_sandfort_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_80mm_t3_0;【防\t空\t炮\t】\t三\t式 80 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_80mm_t3_1;【防\t空\t炮\t】\t三\t式 80 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/jpn_80mm_t3_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/searchLight_0;探\t照\t灯;;;;;;;;;;;;;;;;;;;;
air_defence/searchLight_1;探\t照\t灯;;;;;;;;;;;;;;;;;;;;
air_defence/searchLight_2;探\t照\t灯;;;;;;;;;;;;;;;;;;;;
air_defence/uk_12mm_m2_0;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/uk_12mm_m2_1;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/uk_12mm_m2_2;防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/uk_12mm_m2_noground_0;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/uk_12mm_m2_noground_1;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/uk_12mm_m2_noground_2;防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_0;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_1;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_noground_0;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_noground_1;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_airfield_0;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_airfield_1;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/uk_40mm_bofors_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/40mm_arcade_gun_0;【防\t空\t炮\t】\t40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/40mm_arcade_gun_1;【防\t空\t炮\t】\t40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/40mm_arcade_gun_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_0;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_1;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_2;防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_coastfort_0;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_coastfort_1;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_coastfort_2;防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_noground_0;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_noground_1;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_noground_2;防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_sandfort_0;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_sandfort_1;【防\t空\t机\t枪\t】\t12.7 毫\t米 M2;;;;;;;;;;;;;;;;;;;;
air_defence/us_12mm_m2_sandfort_2;防\t空\t机\t枪;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_0;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_1;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_airfield_0;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_airfield_1;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_noground_0;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_noground_1;【防\t空\t炮\t】\t博\t福\t斯 40 毫\t米;;;;;;;;;;;;;;;;;;;;
air_defence/us_40mm_bofors_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/us_90mm_m1_0;【防\t空\t炮\t】\t90 毫\t米 M1;;;;;;;;;;;;;;;;;;;;
air_defence/us_90mm_m1_1;【防\t空\t炮\t】\t90 毫\t米 M1;;;;;;;;;;;;;;;;;;;;
air_defence/us_90mm_m1_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/us_90mm_versus_0;【防\t空\t炮\t】\t90 毫\t米 M1;;;;;;;;;;;;;;;;;;;;
air_defence/us_90mm_versus_1;【防\t空\t炮\t】\t90 毫\t米 M1;;;;;;;;;;;;;;;;;;;;
air_defence/us_90mm_versus_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/us_m16_truck_0;【防\t空\t炮\t】\tM16 半\t履\t带\t防\t空\t车;;;;;;;;;;;;;;;;;;;;
air_defence/us_m16_truck_1;【防\t空\t炮\t】\tM16 半\t履\t带\t防\t空\t车;;;;;;;;;;;;;;;;;;;;
air_defence/us_m16_truck_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_0;【防\t空\t炮\t】\t25 毫\t米 72-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_1;【防\t空\t炮\t】\t25 毫\t米 72-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_airfield_0;【防\t空\t炮\t】\t25 毫\t米 72-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_airfield_1;【防\t空\t炮\t】\t25 毫\t米 72-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_noground_0;【防\t空\t炮\t】\t25 毫\t米 72-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_noground_1;【防\t空\t炮\t】\t25 毫\t米 72-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_25mm_72k_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_0;【防\t空\t炮\t】\t37 毫\t米 61-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_1;【防\t空\t炮\t】\t37 毫\t米 61-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_noground_0;【防\t空\t炮\t】\t37 毫\t米 61-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_noground_1;【防\t空\t炮\t】\t37 毫\t米 61-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_airfield_0;【防\t空\t炮\t】\t37 毫\t米 61-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_airfield_1;【防\t空\t炮\t】\t37 毫\t米 61-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_37mm_61k_airfield_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_85mm_52k_0;【防\t空\t炮\t】\t85 毫\t米 52-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_85mm_52k_1;【防\t空\t炮\t】\t85 毫\t米 52-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_85mm_52k_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_85mm_52k_noground_0;【防\t空\t炮\t】\t85 毫\t米 52-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_85mm_52k_noground_1;【防\t空\t炮\t】\t85 毫\t米 52-K;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_85mm_52k_noground_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_zis5_37mm_0;【防\t空\t炮\t】\t37 毫\t米\t（吉\t斯 5 ）;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_zis5_37mm_1;【防\t空\t炮\t】\t37 毫\t米\t（吉\t斯 5 ）;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_zis5_37mm_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_zis5_20mm_0;【防\t空\t炮\t】\t20 毫\t米\t（吉\t斯 5 ）;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_zis5_20mm_1;【防\t空\t炮\t】\t20 毫\t米\t（吉\t斯 5 ）;;;;;;;;;;;;;;;;;;;;
air_defence/ussr_zis5_20mm_2;防\t空\t炮;;;;;;;;;;;;;;;;;;;;
air_defence/arcade_germ_37mm_0;【防\t空\t炮\t】\t37 毫\t米;;;;;;;;;;;;;;;;;;;;
