<ID|readonly|noverify>;<Chinese>
weapons/de_flam_500;500 千\t克 Flamm C 500 燃\t烧\t弹
weapons/de_flam_500/short;C 500
weapons/fr_460l_secan_63;460 升 SECAN 63 燃\t烧\t弹
weapons/fr_460l_secan_63/short;SECAN 63
weapons/il_380l_mk2_fire_bomb;380 升 Mark 2 燃\t烧\t弹
weapons/il_380l_mk2_fire_bomb/short;Mark 2
weapons/it_250kg_napalm_aerea_559g1;250 千\t克 Aerea 559G1 燃\t烧\t弹
weapons/it_250kg_napalm_aerea_559g1/short;Aerea 559G1
weapons/sw_500kg_brandbomb_m58;500 千\t克 m/58 燃\t烧\t弹
weapons/sw_500kg_brandbomb_m58/short;m/58
weapons/us_250_lb_blu_10b;250 磅 BLU-10/B 燃\t烧\t弹
weapons/us_250_lb_blu_10b/short;BLU-10/B
weapons/us_500_lb_blu_23b;500 磅 BLU-23/B 燃\t烧\t弹
weapons/us_500_lb_blu_23b/short;BLU-23/B
weapons/us_750_lb_m116a2;750 磅 M116A2 燃\t烧\t弹
weapons/us_750_lb_m116a2/short;M116A2
weapons/us_750lb_mk_78_mod_2;750 磅 Mk 78 Mod 2 燃\t烧\t弹
weapons/us_750lb_mk_78_mod_2/short;Mk 78
weapons/us_750lb_mk77_mod0;750 磅 Mk 77 Mod 0 燃\t烧\t弹
weapons/us_750lb_mk77_mod0/short;Mk 77
weapons/us_1000_lb_mk_79_mod_0;1,000 磅 Mk 79 Mod 1 燃\t烧\t弹
weapons/us_1000_lb_mk_79_mod_0/short;Mk 79
weapons/su_fab_250m_44;250 千\t克 FAB-250 M-44 炸\t弹
weapons/su_fab_250m_44/short;FAB-250 M-44
weapons/su_fab_250m_43;250 千\t克 FAB-250 M-43 炸\t弹
weapons/su_fab_250m_43/short;FAB-250 M-43
weapons/su_fab_100m_43;100 千\t克 FAB-100 M-43 炸\t弹
weapons/su_fab_100m_43/short;FAB-100 M-43
weapons/su_fab_250m_46;250 千\t克 FAB-250 M-46 炸\t弹
weapons/su_fab_250m_46/short;FAB-250 M-46
weapons/su_fab_500m_46;500 千\t克 FAB-500 M-46 炸\t弹
weapons/su_fab_500m_46/short;FAB-500 M-46
weapons/su_fab1000;1,000 千\t克 FAB-1000 炸\t弹\t（焊\t接）
weapons/su_fab250;250 千\t克 FAB-250sv 炸\t弹
weapons/su_fab50x;50 千\t克 FAB-50sv 炸\t弹
weapons/su_fab50x/short;FAB-50sv
weapons/su_fab100x;100 千\t克 FAB-100sv 炸\t弹
weapons/su_fab100x/short;FAB-100sv
weapons/su_fab250x;250 千\t克 FAB-250sv 炸\t弹
weapons/su_fab250x/short;FAB-250sv
weapons/su_fab500x;500 千\t克 FAB-500sv 炸\t弹
weapons/su_fab500x/short;FAB-500sv
weapons/su_fab1000x;1,000 千\t克 FAB-1000sv 炸\t弹
weapons/su_fab1000x/short;FAB-1000sv
weapons/su_fab500_m54;500 千\t克 FAB-500 M-54 炸\t弹
weapons/su_fab500_m54/short;FAB-500 M-54
weapons/su_fab250_m54;250 千\t克 FAB-250 M-54 炸\t弹
weapons/su_fab250_m54/short;FAB-250 M-54
weapons/su_fab250_270;250 千\t克 OFAB-250-270 炸\t弹
weapons/su_fab250_270/short;OFAB-250-270
weapons/su_fab_250m_62;250 千\t克 FAB-250 M-62 炸\t弹
weapons/su_fab_250m_62/short;FAB-250 M-62
weapons/su_brab_250_ap;250 千\t克 BRAB-250 穿\t甲\t炸\t弹
weapons/su_brab_250_ap/short;BRAB-250
weapons/su_brab_500m43_ap;500 千\t克 BRAB-500 穿\t甲\t炸\t弹
weapons/su_brab_500m43_ap/short;BRAB-500
weapons/su_brab_1000m43_ap;1,000 千\t克 BRAB-1000 穿\t甲\t炸\t弹
weapons/su_brab_1000m43_ap/short;BRAB-1000
weapons/su_fab_500m_62t;500 千\t克 FAB-500 M-62 炸\t弹
weapons/su_fab_500m_62t/short;FAB-500 M-62
weapons/su_fab500_m54_china;500 千\t克 FAB-500 M-54 炸\t弹
weapons/su_fab500_m54_china/short;FAB-500 M-54
weapons/su_ofab250_olive;250 千\t克 250-2 型\t炸\t弹
weapons/su_ofab250_olive/short;250-2 型
weapons/su_ofab100_120;100 千\t克 OFAB-100 炸\t弹
weapons/su_ofab100_120/short;OFAB-100
weapons/su_ofab_100_120;100 千\t克 OFAB-100 炸\t弹
weapons/su_ofab_100_120/short;OFAB-100
weapons/su_ofab_250_270;250 千\t克 OFAB-250-270 炸\t弹
weapons/su_ofab_250_270/short;OFAB-250-270
weapons/su_ofab100m;100 千\t克 OFAB-100M 炸\t弹
weapons/su_ofab100m/short;OFAB-100M
weapons/su_ofab250;250 千\t克 OFAB-250sv 炸\t弹
weapons/su_ao_25m_1;25 千\t克 AO-25M-1 炸\t弹
weapons/su_brab_220_1930_ap;220 千\t克 BRAB-220 M-30 穿\t甲\t炸\t弹
weapons/su_brab_220_1930_ap/short;BRAB-220 M-30
weapons/su_brab_500_1938_ap;500 千\t克 BRAB-500 M-38 穿\t甲\t炸\t弹
weapons/su_brab_500_1938_ap/short;BRAB-500 M-38
weapons/su_brab_1000_1938_ap;1,000 千\t克 BRAB-1000 M-38 穿\t甲\t炸\t弹
weapons/su_brab_1000_1938_ap/short;BRAB-1000 M-38
weapons/su_fab50;50 千\t克 FAB-50sv 炸\t弹\t（铸\t造）
weapons/su_fab50_default;50 千\t克 FAB-50sv 炸\t弹\t（铸\t造）
weapons/su_fab50_default/short;FAB-50
weapons/su_zab50fp;ZAB-50FP 燃\t烧\t弹
weapons/su_zab50fp/short;ZAB-50FP
weapons/su_fab500;500 千\t克 FAB-500sv 炸\t弹\t（焊\t接）
weapons/su_ofab250sh;250 千\t克 OFAB-250Sh 伞\t式\t减\t速\t高\t阻\t炸\t弹
weapons/su_ofab250sh/short;OFAB-250Sh
weapons/su_fab500sh;500 千\t克 FAB-500Sh 伞\t式\t减\t速\t高\t阻\t炸\t弹
weapons/su_fab500sh/short;FAB-500Sh
weapons/su_kab_50tv;50 千\t克 KAB-50TV 制\t导\t炸\t弹
weapons/su_kab_50tv/short;KAB-50TV
weapons/su_kab_50s;50 千\t克 KAB-50S 制\t导\t炸\t弹
weapons/su_kab_50s/short;KAB-50S
weapons/su_kab_50l;50 千\t克 KAB-50L 制\t导\t炸\t弹
weapons/su_kab_50l/short;KAB-50L
weapons/su_kab_500kr;500 千\t克 KAB-500Kr 制\t导\t炸\t弹
weapons/su_kab_500kr/short;KAB-500Kr
weapons/su_kab_500kr_m;500 千\t克 KAB-500Kr-M 制\t导\t炸\t弹
weapons/su_kab_500kr_m/short;KAB-500Kr-M
weapons/su_kab_500kr_e;500 千\t克 KAB-500Kr-E 制\t导\t炸\t弹
weapons/su_kab_500kr_e/short;KAB-500Kr-E
weapons/su_kab_500s;500 千\t克 KAB-500S 制\t导\t炸\t弹
weapons/su_kab_500s/short;KAB-500S
weapons/su_kab_500l;500 千\t克 KAB-500L 制\t导\t炸\t弹
weapons/su_kab_500l/short;KAB-500L
weapons/su_kab_500lg;500 千\t克 KAB-500LG 制\t导\t炸\t弹
weapons/su_kab_500lg/short;KAB-500LG
weapons/su_kab_250lg;250 千\t克 KAB-250LG 制\t导\t炸\t弹
weapons/su_kab_250lg/short;KAB-250LG
weapons/su_kab_1500kr;1,500 千\t克 KAB-1500Kr 制\t导\t炸\t弹
weapons/su_kab_1500kr/short;KAB-1500Kr
weapons/su_upab_500b;500 千\t克 UPAB-500B 制\t导\t炸\t弹
weapons/su_upab_500b/short;UPAB-500B
weapons/su_upab_1500b;1,500 千\t克 UPAB-1500B 制\t导\t炸\t弹
weapons/su_upab_1500b/short;UPAB-1500B
weapons/su_kab_1500l;1,500 千\t克 KAB-1500L 制\t导\t炸\t弹
weapons/su_kab_1500l/short;KAB-1500L
weapons/su_kab_1500lg;1,500 千\t克 KAB-1500LG 制\t导\t炸\t弹
weapons/su_kab_1500lg/short;KAB-1500LG
weapons/su_umpk_3000;3,000 千\t克 FAB-3000 UMPK 制\t导\t炸\t弹
weapons/su_umpk_3000/short;FAB-3000 UMPK
weapons/su_umpk_500m62;500 千\t克 FAB-500 M-62 UMPK 制\t导\t炸\t弹
weapons/su_umpk_500m62/short;FAB-500 UMPK
weapons/fr_bgl_400;BGL 400 制\t导\t炸\t弹
weapons/fr_bgl_400/short;BGL 400
weapons/fr_bgl_1000;BGL 1000 制\t导\t炸\t弹
weapons/fr_bgl_1000/short;BGL 1000
weapons/fr_aj_168;AJ.168 反\t舰\t导\t弹
weapons/fr_aj_168/short;AJ.168
weapons/uk_pgm_500;PGM 500 制\t导\t炸\t弹
weapons/uk_pgm_500/short;PGM 500
weapons/uk_pgm_2000;PGM 2000 制\t导\t炸\t弹
weapons/uk_pgm_2000/short;PGM 2000
weapons/uk_pgm_500_iir;PGM 500/3 制\t导\t炸\t弹
weapons/uk_pgm_500_iir/short;PGM 500/3
weapons/uk_pgm_2000_iir;PGM 2000/3 制\t导\t炸\t弹
weapons/uk_pgm_2000_iir/short;PGM 2000/3
weapons/il_spice_250;SPICE 250 制\t导\t炸\t弹
weapons/il_spice_250/short;SPICE 250
weapons/il_spice_1000;SPICE 1000 制\t导\t炸\t弹
weapons/il_spice_1000/short;SPICE 1000
weapons/il_spice_2000;SPICE 2000 制\t导\t炸\t弹
weapons/il_spice_2000/short;SPICE 2000
weapons/cn_ls_500j;GB500 制\t导\t炸\t弹
weapons/cn_ls_500j/short;GB500
weapons/cn_ls_1000j;GB1000 制\t导\t炸\t弹
weapons/cn_ls_1000j/short;GB1000
weapons/cn_ts_250;GB250 制\t导\t炸\t弹
weapons/cn_ts_250/short;GB250
weapons/cn_ls_6_250;LS-6 250\t（雷\t石-6 250）\t制\t导\t炸\t弹
weapons/cn_ls_6_250/short;LS-6 250
weapons/cn_ls_6_500;LS-6 500\t（雷\t石-6 500）\t制\t导\t炸\t弹
weapons/cn_ls_6_500/short;LS-6 500
weapons/us_2000lb_agm_130a;AGM-130A 空\t对\t地\t导\t弹
weapons/us_2000lb_agm_130a/short;AGM-130A
weapons/us_2000lb_agm_130a_12;AGM-130A-12 空\t对\t地\t导\t弹
weapons/us_2000lb_agm_130a_12/short;AGM-130A-12
weapons/kr_kggb;KGGB 制\t导\t炸\t弹
weapons/kr_kggb/short;KGGB
weapons/us_gbu_12_paveway_2;GBU-12/B\t“宝\t石\t路”\tII 制\t导\t炸\t弹
weapons/us_gbu_12_paveway_2/short;GBU-12/B\t“宝\t石\t路”\tII
weapons/us_gbu_49_paveway_2;GBU-49/B\t“宝\t石\t路”\tII 制\t导\t炸\t弹
weapons/us_gbu_49_paveway_2/short;GBU-49/B\t“宝\t石\t路”\tII
weapons/us_gbu_48_paveway_2;GBU-48/B\t“宝\t石\t路”\tII 制\t导\t炸\t弹
weapons/us_gbu_48_paveway_2/short;GBU-48/B\t“宝\t石\t路”\tII
weapons/us_gbu_50_paveway_2;GBU-50/B\t“宝\t石\t路”\tII 制\t导\t炸\t弹
weapons/us_gbu_50_paveway_2/short;GBU-50/B\t“宝\t石\t路”\tII
weapons/us_gbu_16_paveway_2;GBU-16/B\t“宝\t石\t路”\tII 制\t导\t炸\t弹
weapons/us_gbu_16_paveway_2/short;GBU-16/B\t“宝\t石\t路”\tII
weapons/us_gbu_10_paveway_2;GBU-10/B\t“宝\t石\t路”\tII 制\t导\t炸\t弹
weapons/us_gbu_10_paveway_2/short;GBU-10/B\t“宝\t石\t路”\tII
weapons/us_2000lb_gbu_24;GBU-24/B\t“宝\t石\t路”\tIII 制\t导\t炸\t弹
weapons/us_2000lb_gbu_24/short;GBU-24/B\t“宝\t石\t路”\tIII
weapons/us_2000lb_gbu_27;GBU-27/B\t“宝\t石\t路”\tIII 制\t导\t炸\t弹
weapons/us_2000lb_gbu_27/short;GBU-27/B\t“宝\t石\t路”\tIII
weapons/us_gbu_22_paveway_3;GBU-22/B\t“宝\t石\t路”\tIII 制\t导\t炸\t弹
weapons/us_gbu_22_paveway_3/short;GBU-22/B\t“宝\t石\t路”\tIII
weapons/fr_250kg_aasm_250_hammer_gps;模\t块\t化\t空\t对\t地\t武\t器 250 (SBU 38)
weapons/fr_250kg_aasm_250_hammer_gps/short;AASM 250 (SBU 38)
weapons/fr_250kg_aasm_250_hammer_ir;模\t块\t化\t空\t对\t地\t武\t器 250 (SBU 64)
weapons/fr_250kg_aasm_250_hammer_ir/short;AASM 250 (SBU 64)
weapons/fr_250kg_aasm_250_hammer_laser;模\t块\t化\t空\t对\t地\t武\t器 250 (SBU 54)
weapons/fr_250kg_aasm_250_hammer_laser/short;AASM 250 (SBU 54)
weapons/fr_500kg_aasm_500_hammer_ir;模\t块\t化\t空\t对\t地\t武\t器 500 (SBU 54)
weapons/fr_500kg_aasm_500_hammer_ir/short;AASM 500 (SBU 54)
weapons/fr_500kg_aasm_500_hammer_laser;模\t块\t化\t空\t对\t地\t武\t器 500 (SBU 64)
weapons/fr_500kg_aasm_500_hammer_laser/short;AASM 500 (SBU 64)
weapons/us_gbu_39;GBU-39/B (SDB I) 小\t直\t径\t制\t导\t炸\t弹
weapons/us_gbu_39/short;GBU-39/B
weapons/us_agm_123;AGM-123\t“舰\t长”\t空\t对\t地\t导\t弹
weapons/us_agm_123/short;AGM-123\t“舰\t长”
weapons/us_agm_119a_penguin;“企\t鹅”\tMk 3 反\t舰\t导\t弹
weapons/us_agm_119a_penguin/short;“企\t鹅”\tMk 3
weapons/us_2000lb_egbu_24_paveway_3;EGBU-24/B\t“宝\t石\t路”\tIII 制\t导\t炸\t弹
weapons/us_2000lb_egbu_24_paveway_3/short;EGBU-24/B\t“宝\t石\t路”\tIII
weapons/uk_paveway_iv;“宝\t石\t路”\tIV 制\t导\t炸\t弹
weapons/uk_paveway_iv/short;“宝\t石\t路”\tIV
weapons/fr_mk18;Mk 18 Mod 0 制\t导\t炸\t弹
weapons/fr_mk18/short;Mk 18
weapons/fr_mk13;Mk 13 Mod 0 制\t导\t炸\t弹
weapons/fr_mk13/short;Mk 13
weapons/br_lizard_2;BAFG-230\t“蜥\t蜴”\t-2\t制\t导\t炸\t弹
weapons/br_lizard_2/short;“蜥\t蜴”\t-2
weapons/br_lizard_3;BAFG-230\t“蜥\t蜴”\t-3\t制\t导\t炸\t弹
weapons/br_lizard_3/short;“蜥\t蜴”\t-3
weapons/us_2000lb_gbu_15v1;GBU-15(V)1/B 制\t导\t炸\t弹
weapons/us_2000lb_gbu_15v1/short;GBU-15(V)1/B
weapons/us_2000lb_gbu_15v2;GBU-15(V)2/B 制\t导\t炸\t弹
weapons/us_2000lb_gbu_15v2/short;GBU-15(V)2/B
weapons/us_2000lb_gbu_8_hobos;GBU-8/B 制\t导\t炸\t弹
weapons/us_2000lb_gbu_8_hobos/short;GBU-8/B
weapons/us_500lb_gbu38_usaf;GBU-38(V)1/B 联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_500lb_gbu38_usaf/short;GBU-38(V)1/B JDAM
weapons/us_500lb_gbu38_usnavy;GBU-38(V)2/B 联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_500lb_gbu38_usnavy/short;GBU-38(V)2/B JDAM
weapons/us_500lb_gbu_54b;GBU-54/B 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_500lb_gbu_54b/short;GBU-54/B LJDAM
weapons/us_500lb_gbu_54b_navy;GBU-54/B 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_500lb_gbu_54b_navy/short;GBU-54/B LJDAM
weapons/us_500lb_gbu_62_jdam_er;GBU-62/B 联\t合\t直\t接\t攻\t击\t弹\t药\t增\t程\t型
weapons/us_500lb_gbu_62_jdam_er/short;GBU-62/B JDAM-ER
weapons/us_500lb_gbu_62_ljdam_er;GBU-62/B 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药\t增\t程\t型
weapons/us_500lb_gbu_62_ljdam_er/short;GBU-62/B LJDAM-ER
weapons/us_2000lb_gbu_64_jdam_er;GBU-64/B JDAM-ER 联\t合\t直\t接\t攻\t击\t弹\t药\t增\t程\t型
weapons/us_2000lb_gbu_64_jdam_er/short;GBU-64/B JDAM-ER
weapons/us_2000lb_gbu31_usaf;GBU-31/B 联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_2000lb_gbu31_usaf/short;GBU-31/B JDAM
weapons/us_2000lb_gbu31_usnavy;GBU-31/B 联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_2000lb_gbu31_usnavy/short;GBU-31/B JDAM
weapons/us_1000lb_gbu32_usaf;GBU-32/B 联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_1000lb_gbu32_usaf/short;GBU-32/B JDAM
weapons/us_1000lb_gbu32_navy;GBU-32/B 联\t合\t直\t接\t攻\t击\t弹\t药
weapons/us_1000lb_gbu32_navy/short;GBU-32/B JDAM
weapons/us_agm_62a_er;AGM-62A\t“白\t星\t眼”\tI ER 型\t制\t导\t炸\t弹
weapons/us_agm_62a_er/short;AGM-62A\t“白\t星\t眼”\tI ER 型
weapons/us_agm_62a;AGM-62A\t“白\t星\t眼”\tI 制\t导\t炸\t弹
weapons/us_agm_62a/short;AGM-62A\t“白\t星\t眼”\tI
weapons/us_agm_62a_2_erdl;AGM-62B\t“白\t星\t眼”\tII ERDL 制\t导\t炸\t弹
weapons/us_agm_62a_2_erdl/short;AGM-62B\t“白\t星\t眼”\tII
weapons/jp_500lb_mk82_gcs_1;Mark 82 Mod 0\t（GSC-1 制\t导\t系\t统）\t制\t导\t炸\t弹
weapons/jp_500lb_mk82_gcs_1/short;Mark 82\t（GCS-1）
weapons/jp_750lb_m117_gcs_1;JM117\t（GSC-1 制\t导\t系\t统）\t制\t导\t炸\t弹
weapons/jp_750lb_m117_gcs_1/short;JM117\t（GSC-1）
weapons/uk_230lbs;230 磅 HE RFC Mk III 炸\t弹
weapons/uk_230lbs/short;230 磅
weapons/uk_250lbs;250 磅 GP Mk IV 炸\t弹 
weapons/uk_250lbs_43;250 磅 GP Mk IV 炸\t弹 
weapons/uk_500lbs;500 磅 GP Mk IV 炸\t弹 
weapons/uk_500lbs_default;500 磅 GP Mk IV 炸\t弹
weapons/uk_500lbs_default/short;500 磅
weapons/uk_500lb_as_mk4;500 磅 AS Mk IV 炸弹
weapons/uk_500lb_as_mk4/short;500 磅
weapons/uk_540lbs;540 磅 Mk M1 炸\t弹
weapons/uk_540lbs/short;540 磅
weapons/uk_540lb_mc_mk2_retarded;540 磅 HE MC Mk 1 No.118 540 高\t阻\t减\t速\t炸\t弹
weapons/uk_540lb_mc_mk2_retarded/short;540 磅\t高\t阻
weapons/uk_250lbs_default;250 磅 GP Mk IV 炸\t弹 
weapons/uk_250lbs_default/short;250 磅
weapons/uk_500lbs_43_default;500 磅 GP Mk IV 炸\t弹 
weapons/uk_500lbs_43_default/short;500 磅
weapons/uk_500lb_sap_mkII_ap;500 磅 SAP Mk II 炸\t弹 
weapons/uk_500lb_sap_mkII_ap/short;500 磅
weapons/uk_2000lb_ap_mkI;2,000 磅 AP Mk I 炸\t弹 
weapons/uk_2000lb_ap_mkI/short;2,000 磅
weapons/uk_mk2_cookie;4,000 磅 HC Mk II 炸\t弹
weapons/us_1000lb_anm65_cone;1,000 磅 AN-M65A1 炸\t弹\t（M129 型\t尾\t翼）
weapons/us_2000lbs_anm66;2,000 磅 AN-M66A2 炸\t弹
weapons/us_2000lbs_anm66_cone;2,000 磅 AN-M66A2 炸\t弹
weapons/us_2000lbs_anm66_cone/short;2,000 磅
weapons/us_1600lb_ap_an_mk1;1,600 磅 AN-Mk 1 穿\t甲\t炸\t弹
weapons/us_1600lb_ap_an_mk1/short;1,600 磅
weapons/us_1600lb_ap_an_mk1_45;1,600 磅 AN-Mk 1 穿\t甲\t炸\t弹
weapons/us_1600lb_ap_an_mk1_45/short;1,600 磅
weapons/uk_1000lb_ld_he_mc_mk_1;1,000 磅 LD HE MC Mk I 炸\t弹
weapons/uk_1000lb_ld_he_mc_mk_1/short;1,000 磅
weapons/uk_1000lbs_gp;1,000 磅 HE MC Mk 13 炸\t弹 
weapons/uk_1000lbs_gp_mk1;1,000 磅 GP Mk I 炸\t弹 
weapons/uk_1000lbs_gp_default;1,000 磅 GP Mk I 炸\t弹 
weapons/uk_1000lbs_gp_default/short;1,000 磅
weapons/uk_1000lbs_gp_n117;1,000 磅 HE MC Mk 13 No.117 高\t阻\t减\t速\t炸\t弹
weapons/uk_1000lbs_gp_n117/short;1,000 磅\t高\t阻
weapons/uk_1000lbs_mc_mk1;1,000 磅 MC Mk I 炸\t弹 
weapons/uk_500lb_he_mc_mk2;500 磅 HE MC Mk II 炸\t弹
weapons/uk_500lb_he_mc_mk2/short;500 磅
weapons/us_1000lbs;1,000 磅 AN-M65A1 炸\t弹
weapons/us_100lbs;100 磅 AN-M30A1 炸\t弹
weapons/us_2000lbs;2,000 磅 AN-M66A2 炸\t弹
weapons/us_500lbs;500 磅 AN-M64A1 炸\t弹
weapons/us_500lb_mk_82_ldgp_air;500 磅 Mark 82 AIR 球\t伞\t减\t速\t高\t阻\t炸\t弹
weapons/us_500lb_mk_82_ldgp_air/short;Mk 82 AIR
weapons/us_250lb_mk_81_ldgp_snakeye;500 磅 Mark 81“蛇眼”\t尾\t翼\t高\t阻\t减\t速\t炸\t弹
weapons/us_250lb_mk_81_ldgp_snakeye/short;Mk 81\t“蛇\t眼”
weapons/us_500lb_mk_82_ldgp_snakeye;500 磅 Mark 82“蛇眼”\t尾\t翼\t高\t阻\t减\t速\t炸\t弹
weapons/us_500lb_mk_82_ldgp_snakeye/short;Mk 82\t“蛇\t眼”
weapons/us_500lb_mk_82_ldgp_snakeye_default;500 磅 Mark 82“蛇眼”\t尾\t翼\t高\t阻\t减\t速\t炸\t弹
weapons/us_500lb_mk_82_ldgp_snakeye_default/short;Mk 82\t“蛇\t眼”
weapons/fr_samp_mk_82_250_ldgp_snakeye;500 磅 SAMP Mark 82\t“蛇\t眼”\t250 型\t尾\t翼\t高\t阻\t减\t速\t炸\t弹
weapons/fr_samp_mk_82_250_ldgp_snakeye/short;Mk 82\t“蛇\t眼”\t250 型
weapons/us_1000lb_mk_83_ldgp_air;1,000 磅 Mark 83 AIR 球\t伞\t减\t速\t高\t阻\t炸\t弹
weapons/us_1000lb_mk_83_ldgp_air/short;Mk 83 AIR
weapons/ijnaf_60kg;三\t式\t六\t番\t二\t七\t号\t火\t箭\t弹\t（60 千\t克）
weapons/de_br20;Wfr.Gr. 21 火\t箭\t弹
weapons/su_rs132;RS-132 火\t箭\t弹
weapons/su_rs82;RS-82 火\t箭\t弹
weapons/su_ros_82;ROS-82 火\t箭\t弹
weapons/su_ros_82/short;ROS-82
weapons/su_ros_82op_event/short;ROS-82-OP
weapons/su_ros132;ROS-132 火\t箭\t弹
weapons/su_ros132/short;ROS-132
weapons/su_m8;M-8 火\t箭\t弹
weapons/su_m8/short;M-8
weapons/su_rofs132;ROFS-132 火\t箭\t弹
weapons/su_rofs132/short;ROFS-132
weapons/su_m13uk;M-13UK 火\t箭\t弹
weapons/su_m13uk/short;M-13UK
weapons/su_s8_ko_rocket;S-8KO 火\t箭\t弹
weapons/su_s8_ko_rocket/short;S-8KO
weapons/su_s_8m_rocket;S-8M 火\t箭\t弹
weapons/su_s_8m_rocket/short;S-8M
weapons/cn_fs_70;FS70\t（火\t蛇 70）\t火\t箭\t弹
weapons/cn_fs_70/short;FS70
weapons/cn_type90_he;90-1 型\t爆\t破\t火\t箭\t弹
weapons/cn_type90_he/short;90-1 爆\t破
weapons/cn_type90_heat;90-1 型\t破\t甲\t火\t箭\t弹
weapons/cn_type90_heat/short;90-1 破\t甲
weapons/cn_type130_ap;130-2 型\t火\t箭\t弹
weapons/cn_type130_ap/short;130-2 型
weapons/su_c1of_rocket;S-1OF 火\t箭\t弹
weapons/su_c1of_rocket/short;S-1OF
weapons/su_s_8ko_rocket;S-8KO 火\t箭\t弹
weapons/su_s_8ko_rocket/short;S-8KO
weapons/su_s_13df_rocket;S-13DF 火\t箭\t弹
weapons/su_s_13df_rocket/short;S-13DF
weapons/su_s_13of_rocket;S-13OF 火\t箭\t弹
weapons/su_s_13of_rocket/short;S-13OF
weapons/it_snia_bpd_50mm_type_arf8m_at_ap;ARF/8M3 火\t箭\t弹
weapons/it_snia_bpd_50mm_type_arf8m_at_ap/short;ARF/8M3
weapons/swd_rb_05a;Rb 05A 导\t弹
weapons/swd_rb_05a/short;Rb 05A
weapons/swd_75mm_m57b;m/57B 火\t箭\t榴\t弹
weapons/swd_75mm_m57b/short;m/57B
weapons/swd_75mm_frida;m/55\t“弗\t里\t达”\t火\t箭\t榴\t弹
weapons/swd_75mm_frida/short;m/55
weapons/swd_135mm_srak_m56d;m/56D 火\t箭\t弹
weapons/swd_135mm_srak_m56d/short;m/56D
weapons/swd_145mm_psrak_m49a;m/49B 火\t箭\t弹
weapons/swd_145mm_psrak_m49a/short;m/49B
weapons/swd_145mm_psrak_m49a_mount;m/49B 破\t甲\t火\t箭\t榴\t弹
weapons/swd_145mm_psrak_m49a_mount/short;m/49B
weapons/swd_145mm_psrak_m49_56;m/49/56 破\t甲\t火\t箭\t榴\t弹
weapons/swd_145mm_psrak_m49_56/short;m/49/56
weapons/swd_150mm_srak_m51;m/51 火\t箭\t榴\t弹
weapons/swd_150mm_srak_m51/short;m/51
weapons/swd_150mm_srak_m51_mount;m/51 火\t箭\t榴\t弹
weapons/swd_150mm_srak_m51_mount/short;m/51
weapons/swd_180mm_hpsrak_m49;m/49 半\t穿\t甲\t火\t箭\t弹
weapons/swd_180mm_hpsrak_m49/short;m/49
weapons/us_2_75_in_ffar_mighty_mouse;Mk 4\t“太\t空\t飞\t鼠”\t折\t叠\t尾\t翼\t空\t射\t火\t箭\t弹
weapons/us_2_75_in_ffar_mighty_mouse/short;Mk 4\t“太\t空\t飞\t鼠”\tFFAR
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p;Mk 4\t“太\t空\t飞\t鼠”\t折\t叠\t尾\t翼\t空\t射\t火\t箭\t弹
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p/short;Mk 4\t“太\t空\t飞\t鼠”\tFFAR
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p_cwp;Mk 4\t“太\t空\t飞\t鼠”\t折\t叠\t尾\t翼\t空\t射\t火\t箭\t弹
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p_cwp/short;Mk 4\t“太\t空\t飞\t鼠”\tFFAR
weapons/us_2_75_in_ffar_mighty_mouse_m429;Mk 4\t“太\t空\t飞\t鼠”\t折\t叠\t尾\t翼\t空\t射\t火\t箭\t弹\t（M429 引\t信）
weapons/us_2_75_in_ffar_mighty_mouse_m429/short;Mk 4\t“太\t空\t飞\t鼠”\tFFAR\t（M429）
weapons/us_2_75_in_ffar_mighty_mouse_m439;Mk 4\t“太\t空\t飞\t鼠”\t折\t叠\t尾\t翼\t空\t射\t火\t箭\t弹\t（M439 引\t信）
weapons/us_2_75_in_ffar_mighty_mouse_m439/short;Mk 4\t“太\t空\t飞\t鼠”\tFFAR\t（M439）
weapons/us_2_75_in_ffar_mighty_mouse_default;Mk 4\t“太\t空\t飞\t鼠”\t折\t叠\t尾\t翼\t空\t射\t火\t箭\t弹
weapons/us_2_75_in_ffar_mighty_mouse_default/short;Mk 4\t“太\t空\t飞\t鼠”\tFFAR
weapons/fr_fz49;FZ 49 破\t甲\t火\t箭\t弹
weapons/fr_fz49/short;FZ 49
weapons/swd_135mm_psrak_m70_pshu;m/70 破\t甲\t火\t箭\t榴\t弹
weapons/swd_135mm_psrak_m70_pshu/short;m/70
weapons/us_agm_12b_bullpup;AGM-12B\t“小\t斗\t犬”\t空\t对\t地\t导\t弹
